Brand_ID,Brand_Name,Classification,Price,quality,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
W-1204,Weepeggle,White,11.99,5,10.53,0.5047,0.4655,2.134,0.08217,5.1,14.55,1.09,3.4771,0.3913,9.292,0.041153957
W-1205,Silly Question Vines,White,18.99,6,5.31,0.1957,0.247,7.178,0.03366,33.66,119.31,1.08455,3.8041,0.3822,10.201,0.030352865
W-1206,Oafish Ogre Vineyards,White,18.99,6,6.21,0.3914,0.2755,13.2405,0.04752,53.04,183.33,1.0876456,3.27,0.546,9.595,0.034095417
W-1207,Dashing Taste Vineyards,White,19.99,7,6.03,0.3296,0.418,2.328,0.06039,24.48,32.98,1.0843756,3.5861,0.728,11.716,0.02385905
W-1208,Aberidus,White,17.99,6,11.34,0.3914,0.627,2.522,0.08712,10.2,39.77,1.09109,3.4553,0.6188,9.898,0.027280055
W-1209,Voov,White,19.99,7,6.3,0.1545,0.266,14.259,0.05049,29.58,144.53,1.0877328,3.2264,0.3549,9.09,0.022513257
W-1210,Joyfully Lamentable Wine,White,21.99,7,5.94,0.1751,0.361,1.455,0.03168,28.56,108.64,1.080626,3.5425,0.5005,11.514,0.022448979
W-1211,Talented Tortoise,White,14.99,5,5.22,0.3502,0.1995,6.402,0.0396,51,161.99,1.083569,3.5861,0.5642,10.1,0.052439885
W-1212,Bioyino,White,18.99,6,5.94,0.1751,0.342,1.843,0.03564,38.76,106.7,1.0797104,3.3245,0.4914,11.514,0.026277505
W-1213,Freezing Pan,White,17.99,6,5.76,0.8137,0.038,2.134,0.06039,11.22,16.49,1.0855092,3.8477,0.5915,10.504,0.026522896
W-1214,Geosyog,White,14.99,5,6.66,0.6592,0.0665,1.746,0.099,8.16,22.31,1.085749,3.597,0.5278,9.696,0.045258364
W-1215,Colossal Interest Vintners,White,9.99,5,8.91,0.3605,0.3895,2.231,0.08217,11.22,59.17,1.088038,3.4989,0.455,9.595,0.051984877
W-1216,Spiritual Bird,White,12.99,5,6.66,0.3399,0.418,7.372,0.0495,40.8,220.19,1.0865011,3.4008,0.4732,9.09,0.042457764
W-1217,Yimello,White,23.99,7,5.67,0.1339,0.399,1.067,0.04257,64.26,141.62,1.0798194,3.4117,0.6552,11.312,0.023929483
W-1218,Mixed Balance,White,17.99,6,5.22,0.6283,0.1045,1.746,0.06534,18.36,27.16,1.0843647,3.8695,0.6006,11.009,0.031175957
W-1219,Cardsharp Vineyards,White,19.99,6,10.71,0.4017,0.6555,2.716,0.09405,17.34,33.95,1.089346,3.379,0.5551,10.908,0.027627015
W-1220,Thankful Prankster Wine,White,15.99,6,7.83,0.7107,0.2945,2.91,0.08514,23.46,78.57,1.090218,3.7932,0.6734,11.716,0.03610061
W-1221,Friendly Neighbor,White,19.99,6,8.64,0.7931,0.114,2.813,0.08118,30.6,71.78,1.0885285,3.597,0.5824,10.504,0.036231765
W-1222,Gainful Goat,White,17.99,6,7.29,0.206,0.266,0.873,0.02277,49.98,84.39,1.0797758,3.1828,0.3276,11.211,0.032474817
W-1223,Watchtower Wine,White,19.99,6,6.93,0.2678,0.247,1.94,0.05148,19.38,74.69,1.084659,3.4335,0.7189,11.009,0.034458454
W-1224,Toogit Vines,White,20.99,7,4.59,0.4326,0,1.746,0.04356,18.36,85.36,1.0808113,4.0112,0.6643,13.736,0.022321247
W-1225,Narrow Ridge,White,21.99,7,7.74,0.2266,0.342,1.843,0.06336,54.06,74.69,1.0856836,3.7823,0.7917,11.11,0.021882665
W-1226,Miniature Barrel,White,11.99,5,6.39,0.4429,0.1615,1.746,0.08118,27.54,49.47,1.0860106,3.8041,0.5824,10.504,0.039012488
W-1227,Cheilith,White,10.99,5,8.82,0.4635,0.361,2.425,0.08019,34.68,64.02,1.0870134,3.4335,0.5278,9.898,0.040995215
W-1228,Far-Flung Bridge Vines,White,17.99,6,5.94,0.2575,0.2945,12.028,0.05841,53.04,175.57,1.088256,3.8259,0.4277,9.898,0.027194335
W-1229,Didactic Chance,White,20.99,7,6.66,0.1854,0.2945,1.358,0.05742,38.76,161.99,1.082479,3.4444,0.4823,10.1,0.022321247
W-1230,Wandering Judge,White,18.99,7,9.09,0.3811,0.323,2.328,0.08415,5.1,16.49,1.0865447,3.4553,0.5915,10.706,0.022838825
W-1231,Dairymaid,White,14.99,6,5.49,0.2884,0.247,1.455,0.0297,25.5,97.97,1.0779446,3.3027,0.3731,12.221,0.031386961
W-1232,Altogether Glamorous,White,20.99,7,5.04,0.2266,0.304,1.164,0.02376,29.58,94.09,1.0771707,3.488,0.4186,13.1805,0.020087656
W-1233,Offbeat Receipt Vintners,White,25.99,7,5.94,0.2266,0.3515,1.164,0.05841,45.9,193.03,1.08237,3.6733,0.5005,10.403,0.022448979
W-1234,Besloor,White,17.99,6,6.57,0.31415,0.3705,1.164,0.05841,7.14,10.67,1.0827079,3.5861,0.4732,11.615,0.026196464
W-1235,Successful Event,White,20.99,7,5.31,0.1236,0.266,1.358,0.03663,36.72,80.51,1.0799066,3.6297,0.3822,11.009,0.024504344
W-1236,Astauand Vines,White,17.99,6,7.2,0.3708,0.4085,9.797,0.05247,29.58,141.62,1.088038,3.706,0.4186,9.595,0.026035503
W-1237,Nanoarrow,White,8.99,5,5.76,0.1648,0.304,8.4875,0.03762,38.76,114.46,1.0839941,3.4771,0.3731,10.807,0.044
W-1238,Empty Cask,White,22.99,7,6.57,0.1957,0.2565,1.552,0.02673,35.7,131.92,1.0818032,3.6842,0.4914,11.11,0.020417406
W-1239,Moderock Vintners,White,14.99,6,5.85,0.2678,0.266,12.125,0.04554,81.6,218.25,1.0865665,3.4662,0.3731,10.1,0.031175957
W-1240,Eraow Vines,White,26.99,7,5.67,0.1339,0.399,1.067,0.04257,64.26,141.62,1.0798194,3.4117,0.6552,11.312,0.021278201
W-1241,Fragile Grape Winery,White,9.99,5,11.43,0.618,0.4655,2.716,0.07425,5.1,18.43,1.089346,3.4226,0.5187,11.514,0.045258364
W-1242,Powerful Experience Winery,White,13.99,6,6.75,0.5356,0.38,2.134,0.0594,12.24,19.4,1.0842666,3.5534,0.5824,11.918,0.032925851
W-1243,Thunderbird Winery,White,5.99,3,6.57,1.0094,0.0475,2.037,0.06039,20.4,47.53,1.0867845,3.6079,0.5005,9.797,0.152015589
W-1244,Hilarious Barrister,White,14.99,6,6.12,0.2781,0.3325,7.566,0.04752,77.52,191.09,1.085531,3.5316,0.3913,9.595,0.027539657
W-1245,Sohanidd Winery,White,17.99,6,5.13,0.2266,0.2755,3.395,0.0396,27.54,141.62,1.0790891,3.4553,0.3276,12.221,0.035970164
W-1246,Skaxis Wines,White,8.99,5,6.21,0.6489,0.019,1.843,0.07722,18.36,29.1,1.0868608,3.706,0.6825,9.898,0.050008866
W-1247,Nervous Mint Vineyards,White,15.99,6,7.38,0.2472,0.323,4.947,0.06138,8.16,21.34,1.087166,3.5098,0.8554,11.009,0.02710902
W-1248,Roplixoo Wine,White,20.99,7,7.11,0.1854,0.3135,1.164,0.03267,20.4,69.84,1.081498,3.4008,0.3458,10.605,0.020473153
W-1249,Chillpal Wine,White,13.99,5,4.68,0.3296,0.2375,1.746,0.10197,13.26,48.5,1.085313,3.6842,0.5005,9.292,0.050438124
W-1250,Axiomatic Winery,White,10.99,5,7.29,0.2781,0.3895,1.4065,0.03267,11.22,61.11,1.079972,3.2591,0.5096,12.12,0.045258364
W-1251,Zapster,White,12.99,5,8.64,0.7004,0.228,2.134,0.08613,5.1,27.16,1.088692,3.4226,0.546,10.302,0.038431304
W-1252,Scarecrow Vineyards,White,23.99,7,5.85,0.3399,0.285,3.686,0.03564,34.68,85.36,1.0794052,3.5425,0.5733,12.625,0.022384977
W-1253,Callous,White,26.99,7,9.99,0.4326,0.4465,2.5705,0.08415,9.18,32.98,1.0871224,3.5316,0.7007,12.221,0.024214354
W-1254,Lifeblood,White,12.99,5,6.93,0.2678,0.38,1.067,0.04158,9.18,58.2,1.080735,3.1501,0.455,10.706,0.042291426
W-1255,Grynn,White,20.99,7,5.94,0.3708,0.266,5.917,0.02871,12.24,90.21,1.0796886,3.4771,0.2457,12.928,0.019712944
W-1256,Boorish,White,16.99,6,5.67,0.2369,0.209,3.6375,0.03861,37.74,112.52,1.082043,3.5207,0.455,10.807,0.02736618
W-1257,Schoolbook,White,19.99,6,8.01,0.4429,0.4275,1.843,0.05148,6.12,15.52,1.084332,3.6515,0.637,12.625,0.031386961
W-1258,Yboiveth Wines,White,20.99,7,5.94,0.206,0.304,1.067,0.03861,25.5,75.66,1.081934,3.6951,0.4914,10.302,0.025100173
W-1259,Blackjack Vines,White,17.99,6,6.93,0.4738,0.171,3.201,0.05346,18.36,138.71,1.0833728,3.4008,0.4641,10.908,0.026115797
W-1260,Needless Effort Vines,White,17.99,6,5.76,0.103,0.3325,4.753,0.04752,31.62,99.91,1.084223,3.7387,0.7189,9.797,0.027194335
W-1261,Blacksmith Vintners,White,24.99,7,5.22,0.2884,0.285,1.455,0.02574,31.62,110.58,1.0785768,3.6188,0.546,12.625,0.021882665
W-1262,Automatic Fall Wine,White,15.99,6,8.64,0.7931,0.114,2.813,0.08118,30.6,71.78,1.0885285,3.597,0.5824,10.504,0.034458454
W-1263,Qiameth Vines,White,13.99,5,6.84,0.29355,0.304,14.162,0.06237,32.64,194.97,1.08782,3.27,0.4095,9.292,0.044532791
W-1264,Profuse North Wines,White,17.99,6,6.03,0.1545,0.304,7.663,0.03366,17.34,78.57,1.0846808,3.5861,0.2821,10.1,0.026277505
W-1265,Agonizing Anteater,White,35.99,8,5.94,0.1648,0.342,1.067,0.03069,27.54,90.21,1.0778356,3.5207,0.3094,13.332,0.018220095
W-1266,Dispensable Advice,White,10.99,5,7.47,0.6695,0.095,2.813,0.08811,17.34,38.8,1.0878527,3.5861,0.5005,9.595,0.05175959
W-1267,Scitenoa Vines,White,22.99,7,6.21,0.2369,0.361,8.051,0.04653,47.94,157.14,1.084986,3.6406,0.4732,10.605,0.01966027
W-1268,Acaer,White,10.99,5,8.1,0.5665,0.285,7.857,0.02574,14.28,68.87,1.08237,3.2046,0.3276,11.918,0.04196167
W-1269,Tiny Cake Vines,White,18.99,6,6.12,0.1648,0.342,1.261,0.03366,32.64,95.06,1.0797322,3.2918,0.5278,11.413,0.026277505
W-1270,Flawless Popcorn,White,7.99,4,6.75,1.14845,0.095,3.007,0.08514,5.1,11.64,1.085422,3.8586,0.546,11.312,0.064803468
W-1271,Zestpond Vintners,White,19.99,6,6.66,0.3811,0.4085,2.522,0.08118,18.36,79.54,1.0868172,3.6297,0.6188,9.797,0.027714789
W-1272,Adaptable Story Vineyards,White,14.99,6,5.04,0.3399,0.266,1.164,0.03069,33.66,94.09,1.0804734,3.8041,0.5278,11.009,0.033040077
W-1273,Bowtie,White,19.99,6,5.67,0.2781,0.2375,5.626,0.03762,53.04,150.35,1.08455,3.5752,0.3458,9.494,0.026440719
W-1274,Open River Vines,White,16.99,6,6.93,0.3914,0.2185,10.476,0.0297,28.56,92.15,1.0808876,3.1937,0.3731,13.736,0.03470371
W-1275,Grodsaar Winery,White,19.99,7,5.22,0.2369,0.2945,3.395,0.04356,35.7,153.26,1.0790782,3.4771,0.3367,12.221,0.025561422
W-1276,Hexteria Wine,White,8.99,4,6.84,0.4944,0.3515,0.776,0.03663,4.08,97,1.079318,3.3027,0.3549,11.514,0.061187256
W-1277,Capricious Sun,White,6.99,4,5.76,0.3605,0.3325,5.432,0.03366,9.18,143.56,1.0839069,3.4553,0.455,9.898,0.073068339
W-1278,Little Feet Winery,White,8.99,5,6.3,0.70555,0,1.843,0.09801,9.18,21.34,1.0857054,3.6406,0.546,9.797,0.040061768
W-1279,Fiercely Few,White,14.99,6,6.75,0.2678,0.361,5.529,0.02079,23.46,121.25,1.0827842,3.4117,0.5642,11.211,0.031281193
W-1280,Hallowed Force,White,7.99,4,7.47,0.64375,0.19,1.455,0.0792,27.54,115.43,1.086948,3.4444,1.0192,9.191,0.060899654
W-1281,Chesture,White,13.99,5,6.39,0.3193,0.2375,10.864,0.04752,32.64,131.92,1.0863267,3.4226,0.364,9.595,0.048345485
W-1282,Fallacious Stew,White,15.99,6,6.12,0.3296,0.2185,3.201,0.02574,31.62,96.03,1.078664,3.379,0.364,12.524,0.027627015
W-1283,Picayune Vintners,White,13.99,5,6.21,0.2472,0.38,14.938,0.05148,82.62,192.06,1.088474,3.488,0.6279,9.494,0.042291426
W-1284,Macabre Vineyards,White,9.99,5,6.66,0.2472,0.2945,8.148,0.04455,53.04,177.51,1.085967,3.3681,0.2912,8.888,0.051535766
W-1285,Jaded Aftermath,White,18.99,6,7.02,0.618,0.133,2.328,0.08514,3.06,14.55,1.087275,3.7278,0.546,10.908,0.027452713
W-1286,Wise Trees Winery,White,19.99,7,9.36,0.4532,0.6935,6.3535,0.07326,38.76,73.72,1.08891,3.4553,0.7735,12.12,0.025639532
W-1287,Playhouse Wines,White,17.99,6,6.75,0.2987,0.6365,7.857,0.03663,54.06,161.02,1.086294,3.161,0.3731,8.989,0.028801542
W-1288,Luwest Vines,White,6.99,4,8.46,0.2987,0.5225,2.134,0.0495,17.34,115.43,1.085858,3.4008,0.6279,10.403,0.083021375
W-1289,Odd Route,White,10.99,5,5.49,0.3296,0.2375,1.746,0.08514,5.1,31.04,1.0841576,3.6624,0.4004,10.201,0.041313623
W-1290,Perfect Apparel,White,24.99,7,6.48,0.2678,0.228,6.79,0.02277,19.38,126.1,1.0810184,3.4226,0.4459,12.928,0.022707755
W-1291,Second Day Vineyards,White,18.99,6,5.31,0.6386,0.266,3.395,0.03861,56.1,147.44,1.079863,3.7496,0.4004,12.12,0.028070104
W-1292,Bumooxa Vineyards,White,12.99,5,5.58,0.2575,0.418,15.326,0.05643,39.78,161.99,1.0878636,3.4226,0.4641,9.292,0.047151816
W-1293,Volatile,White,16.99,6,5.94,0.4326,0.3135,2.716,0.03366,15.3,82.45,1.0791,3.5752,0.4641,13.534,0.031600115
W-1294,Sevit,White,9.99,4,7.74,0.3502,0.342,1.358,0.04455,11.22,115.43,1.0851604,3.4553,0.4277,9.494,0.055548541
W-1295,Boaconic Vintners,White,17.99,6,6.57,0.2678,0.3135,11.446,0.05643,48.96,123.19,1.0866537,3.379,0.5005,10.1,0.036363636
W-1296,Limestone Winery,White,17.99,6,5.58,0.206,0.266,1.067,0.03861,24.48,75.66,1.078991,3.6624,0.4277,12.221,0.032474817
W-1297,Olielle,White,18.99,6,5.76,0.7107,0.0855,7.372,0.04356,34.68,139.68,1.084332,3.5534,0.3458,10.201,0.027714789
W-1298,Arrowgance Vineyards,White,17.99,6,4.23,0.14935,0.2755,0.97,0.04158,35.7,87.3,1.079972,4.0984,0.4459,11.413,0.03482732
W-1299,Upmarket Winery,White,23.99,7,7.11,0.309,0.646,8.051,0.0495,38.25,280.33,1.0825444,3.2809,0.4641,12.423,0.025176176
W-1300,Nekmunnit,White,8.99,5,5.94,0.3193,0.4655,7.469,0.0495,53.04,213.4,1.086076,3.4008,0.4095,8.888,0.052900893
W-1301,Fliondeso Winery,White,8.99,5,7.56,1.06605,0.1425,5.82,0.07227,11.22,52.38,1.08891,3.6733,0.4459,9.999,0.037583581
W-1302,Dogdax Wine,White,16.99,6,5.94,0.2369,0.285,14.453,0.05049,33.66,114.46,1.0882015,3.3136,0.4914,9.09,0.026358923
W-1303,Silent Abbey Vineyards,White,10.99,5,7.74,0.3811,0.6175,6.208,0.0792,3.06,7.76,1.0880053,3.5643,0.5278,11.11,0.041153957
W-1304,Pentwist,White,15.99,6,8.37,0.4017,0.38,2.522,0.07227,10.2,25.22,1.088256,3.6406,0.6825,10.302,0.029273303
W-1305,Permissible,White,10.99,5,6.48,0.6798,0.0285,2.231,0.07722,16.32,83.42,1.0871987,3.8477,0.5187,9.797,0.040837389
W-1306,Scrawny Rat Vintners,White,12.99,5,7.2,0.618,0.209,2.037,0.0792,25.5,101.85,1.0857817,3.597,0.4459,9.999,0.036363636
W-1307,Aware,White,13.99,6,6.57,0.2369,0.3895,14.162,0.04752,74.46,216.31,1.0885067,3.4444,0.6461,9.494,0.032252768
W-1308,Shaggy Lamb,White,15.99,6,6.21,0.2884,0.266,11.834,0.04158,53.04,134.83,1.0847898,3.3027,0.5096,10.504,0.030052592
W-1309,Yoffa,White,25.99,7,8.01,0.4944,0.5035,3.88,0.09999,3.06,9.7,1.0854874,3.4989,0.5369,12.221,0.023171504
W-1310,Lowly Discussion,White,14.99,5,5.67,0.5871,0.266,2.037,0.04752,13.26,47.53,1.0831766,3.7169,0.546,12.928,0.047743056
W-1311,Skylark,White,16.99,6,5.67,0.3399,0.2565,1.164,0.04554,34.68,169.75,1.082806,3.6733,0.4914,9.494,0.026855469
W-1312,Round Liquid,White,15.99,6,6.93,0.4738,0.171,3.201,0.05346,18.36,138.71,1.0833728,3.4008,0.4641,10.908,0.029083218
W-1313,Taboo Title,White,16.99,6,7.47,0.4326,0.361,2.425,0.09306,24.48,58.2,1.087711,3.6079,0.637,10.908,0.026771742
W-1314,Gusty Gale Wines,White,13.99,6,5.31,0.1545,0.2945,5.626,0.04059,54.06,150.35,1.084005,3.8368,0.4186,10.605,0.0331549
W-1315,Rigid Mountain Winery,White,10.99,5,10.98,0.4635,0.4655,1.358,0.07425,3.06,5.82,1.086621,3.4117,0.5733,10.504,0.03945707
W-1316,Hardly Hurried,White,13.99,6,6.12,0.1442,0.3325,1.455,0.04653,40.8,113.49,1.0803099,3.3463,0.6552,11.211,0.027980637
W-1317,Heavy Cast Vineyards,White,21.99,7,5.04,0.26265,0.5415,10.379,0.05544,67.32,165.87,1.0841576,3.5425,0.5551,10.504,0.025329223
W-1318,Eggmode Wines,White,19.99,6,11.7,0.4841,0.4655,4.171,0.08415,6.12,45.59,1.092289,3.597,0.6188,12.827,0.032586703
W-1319,Gray Ducks,White,13.99,5,9.72,0.9167,0.285,2.522,0.13068,7.14,58.2,1.0876674,3.2591,1.0738,10.302,0.047151816
W-1320,Schoolhouse,White,14.99,6,9.72,0.412,0.3895,2.134,0.08316,7.14,16.49,1.088256,3.3572,0.6097,9.393,0.026522896
W-1321,Snowbank Vines,White,17.99,6,5.94,0.5974,0,2.134,0.099,51,61.11,1.0850296,3.9131,0.6188,11.514,0.034580755
W-1322,Adamant Position,White,10.99,5,7.11,0.5253,0.323,2.522,0.04851,13.26,130.95,1.0827515,3.3681,0.4641,10.1,0.052900893
W-1323,Sweet Regret Wine,White,14.99,6,5.13,0.2575,0.247,12.125,0.04851,53.55,116.4,1.0866319,3.3572,0.4095,9.494,0.031281193
W-1324,Duckpin Winery,White,9.99,5,7.2,0.1854,0.4655,1.746,0.06039,10.2,140.65,1.083678,3.5207,0.4368,10.1,0.046571492
W-1325,Quirkily Anxious Vineyards,White,16.99,6,5.4,0.3502,0.2755,5.917,0.04554,29.58,129.98,1.0841358,3.7932,0.5187,10.807,0.026277505
W-1326,Sasaroo,White,29.99,8,5.58,0.2884,0.266,4.171,0.02574,22.44,101.85,1.07801,3.2482,0.5824,13.231,0.017896189
W-1327,Foresight Winery,White,18.99,7,5.4,0.1751,0.3135,5.82,0.03564,30.6,107.67,1.0830458,3.6188,0.5278,10.23466666,0.021944524
W-1328,Tacit Suggestion,White,24.99,7,6.48,0.3708,0.437,2.037,0.07326,24.48,42.68,1.0849206,3.706,0.7735,11.11,0.021043409
W-1329,Towering Cherry Wines,White,14.99,6,7.11,0.206,0.323,1.164,0.0396,29.58,114.46,1.082588,3.4226,0.3731,10.706,0.027194335
W-1330,Massive Fowl Winery,White,27.99,8,5.85,0.1339,0.3515,0.97,0.03564,48.96,110.58,1.080299,3.7169,0.4641,11.615,0.017580844
W-1331,Rainbow Vineyards,White,19.99,6,5.94,0.3399,0.3895,1.94,0.02673,14.28,76.63,1.0797867,3.5643,0.5733,12.524,0.03470371
W-1332,Wistful Zephyr Wine,White,17.99,6,8.01,0.515,0.1995,2.134,0.08712,21.42,37.83,1.0866428,3.6297,0.7553,11.211,0.035076531
W-1333,Tame Tamarin,White,17.99,6,11.7,0.4841,0.4655,4.171,0.08415,6.12,45.59,1.092289,3.597,0.6188,12.827,0.033620226
W-1334,Left Bank Vines,White,16.99,6,5.58,0.3708,0.228,2.134,0.09405,19.38,40.74,1.084114,3.8913,0.5187,11.817,0.033386346
W-1335,Novaly,White,19.99,6,5.76,0.2781,0.2755,3.783,0.03366,63.24,135.8,1.0816833,3.379,0.5369,11.211,0.026115797
W-1336,Seashore Wine,White,12.99,5,7.38,0.2163,0.456,1.358,0.04059,11.22,96.03,1.085422,3.4553,0.5187,9.999,0.037863012
W-1337,Ancient Acres Vines,White,9.99,4,5.31,0.2163,0.266,4.462,0.05247,40.8,193.03,1.086076,4.0548,0.637,10.1,0.088276128
W-1338,Newsbreak Vineyards,White,8.99,5,5.49,0.3296,0.2375,2.231,0.07029,23.46,56.26,1.0859997,3.7278,0.8827,10.706,0.037722908
W-1339,Ruthless Cook,White,17.99,6,6.93,0.4429,0.2375,2.522,0.07227,29.58,61.11,1.0858035,3.6733,0.5278,10.605,0.031815447
W-1340,Outgoing,White,10.99,5,6.84,0.5047,0.3135,1.843,0.07326,27.54,82.45,1.0867954,3.7169,0.5278,9.09,0.036629549
W-1341,Duckbill Winery,White,13.99,5,9,0.4429,0.3135,2.619,0.09405,28.56,86.33,1.088256,3.5098,0.6188,10.1,0.050872933
W-1342,Morath Wine,White,14.99,5,6.57,0.6077,0.247,1.94,0.0792,17.34,100.88,1.0854656,3.5752,0.4732,9.999,0.048959391
W-1343,Lopsided Bee Winery,White,17.99,6,9.36,0.4223,0.5225,3.104,0.07524,22.44,52.38,1.089564,3.4335,0.8099,9.999,0.029561946
W-1344,Observant Sisters Winery,White,14.99,6,5.4,0.206,0.2375,1.94,0.04059,30.6,92.15,1.0799502,3.5643,0.5096,11.211,0.030252277
W-1345,Amusing Flower Vines,White,19.99,6,5.13,0.2266,0.209,16.1505,0.04356,39.78,106.7,1.0884195,3.5316,0.4368,9.09,0.030863418
W-1346,Waterfront Vineyards,White,18.99,7,7.38,0.3605,0.38,6.111,0.03861,35.7,157.14,1.083024,3.4335,0.3094,12.019,0.022257789
W-1347,Checknology,White,15.99,6,7.11,0.2163,0.38,1.164,0.03861,38.76,103.79,1.08128,3.4989,0.4914,10.908,0.033386346
W-1348,Violet Vines,White,15.99,6,5.85,0.1751,0.3135,1.358,0.02772,14.28,96.03,1.082152,3.5207,0.5005,10.201,0.0343368
W-1349,Sophile Vintners,White,14.99,6,5.4,0.3502,0.2755,5.917,0.04554,29.58,129.98,1.0841358,3.7932,0.5187,10.807,0.032032988
W-1350,Uninhabited Territory Wine,White,15.99,6,5.94,0.92185,0.038,2.231,0.06732,7.14,12.61,1.0854438,3.8477,0.5278,10.908,0.027627015
W-1351,Fortnight,White,22.99,7,6.48,0.1751,0.266,17.0235,0.0495,33.66,149.38,1.0896839,3.2046,0.3913,9.09,0.021160316
W-1352,Someday Wines,White,22.99,7,6.3,0.1854,0.247,1.358,0.04356,46.92,86.33,1.0818904,3.6951,0.4368,10.807,0.01966027
W-1353,Headquarters Vintners,White,16.99,6,6.84,0.2884,0.3705,1.164,0.03762,21.42,111.55,1.08346,3.4444,0.6097,10.1,0.034458454
W-1354,Overboard,White,8.99,5,6.57,0.2987,0.3515,8.051,0.04356,45.9,220.19,1.086294,3.4008,0.4277,9.09,0.043304359
W-1355,Something,White,25.99,7,7.56,0.2266,0.285,1.261,0.03762,45.9,118.34,1.0810402,3.4117,0.4914,10.908,0.021043409
W-1356,Coordinated Effort Wines,White,7.99,3,9.36,0.4532,0.399,1.455,0.14355,34.68,46.56,1.0881688,3.6842,0.7826,9.999,0.133545387
W-1357,Printure,White,6.99,4,5.85,0.2781,0.1805,4.074,0.04554,6.12,110.58,1.085095,3.5425,0.3185,8.686,0.074598524
W-1358,Short Line,White,12.99,5,6.3,0.2987,0.3135,0.873,0.04059,20.4,113.49,1.0796232,3.4989,0.455,11.514,0.039606955
W-1359,Jolly Bell Wines,White,10.99,5,6.3,0.6077,0,1.649,0.05148,3.06,7.76,1.08564,3.7169,0.4277,10.403,0.044354123
W-1360,Unwieldy Cushion Winery,White,18.99,6,6.03,0.2163,0.456,14.356,0.0495,31.62,189.15,1.0893678,3.2155,0.6825,8.888,0.026855469
W-1361,Nocobot Vineyards,White,6.99,4,6.12,0.206,0.2565,1.164,0.03366,19.38,65.96,1.079318,3.4226,0.3367,11.817,0.07739448
W-1362,Timetable,White,21.99,7,9,0.4223,0.4275,6.014,0.07029,6.12,13.58,1.0867518,3.4989,0.4459,11.918,0.023238912
W-1363,Scintillating Vineyards,White,11.99,5,5.4,0.1648,0.285,6.499,0.04257,43.86,148.41,1.084659,3.9567,0.4186,10.706,0.053841335
W-1364,Kiraric Wines,White,10.99,5,6.75,0.3399,0.3705,12.028,0.06435,29.58,115.43,1.087166,3.4444,0.3549,9.494,0.051535766
W-1365,Crossbow Wine,White,12.99,5,6.12,0.6283,0.19,1.746,0.07623,11.22,63.05,1.086839,3.8586,0.5278,9.393,0.044
W-1366,Upshot,White,21.99,7,5.31,0.1751,0.2755,3.007,0.0297,32.64,119.31,1.0781517,3.7169,0.3003,13.837,0.023719114
W-1367,Second-Hand Steam Vineyards,White,12.99,5,6.48,0.3502,0.266,10.088,0.10692,43.86,181.39,1.0871442,3.2264,0.5187,9.494,0.051092449
W-1368,Loving Mother Wine,White,30.99,8,9.27,0.3296,0.4275,6.208,0.07227,5.1,12.61,1.087384,3.5207,0.7462,12.726,0.017492276
W-1369,Frequently Calculating Wines,White,14.99,6,5.22,0.2472,0.247,9.7485,0.03861,64.26,157.14,1.0831875,3.6297,0.455,11.312,0.032812216
W-1370,Prickly Pear Vineyards,White,26.99,7,6.03,0.1339,0.266,1.164,0.04554,35.7,135.8,1.082043,3.6297,0.3003,10.201,0.019818927
W-1371,Stepjump Vineyards,White,20.99,7,6.57,0.2678,0.3135,17.3145,0.04851,42.33,189.15,1.09,3.3354,0.4004,9.191,0.022707755
W-1372,Stoplight Winery,White,24.99,7,5.58,0.1648,0.323,1.649,0.03762,86.7,148.41,1.080081,3.6297,0.7826,12.12,0.025876021
W-1373,Chillaid Winery,White,10.99,5,5.13,0.4635,0.399,1.067,0.05049,62.22,191.09,1.082588,3.2918,0.364,9.09,0.050438124
W-1374,Naperone,White,14.99,6,7.38,0.2369,0.2755,1.746,0.04653,47.94,181.39,1.082697,3.4117,0.455,10.302,0.028523938
W-1375,Striped Donkey Vineyards,White,15.99,6,6.93,0.2472,0.2945,1.261,0.04653,33.66,102.82,1.08237,3.5098,0.5005,10.908,0.03482732
W-1376,Parallel Flight,White,9.99,4,4.68,0.41715,0.1425,1.4065,0.03762,10.2,42.68,1.0804625,3.8368,0.364,11.716,0.083941272
W-1377,Dusty Barrel Wines,White,25.99,7,5.67,0.4223,0.209,7.081,0.03465,23.46,113.49,1.0809748,3.488,0.3549,12.0594,0.021219135
W-1378,Trelod,White,13.99,5,8.37,0.67465,0.247,1.94,0.09504,5.1,33.95,1.0871442,3.5425,0.3822,9.696,0.052439885
W-1379,Wicked Drop Vineyards,White,17.99,6,5.85,0.4017,0.2185,8.051,0.05049,28.56,88.27,1.084768,3.7496,0.5005,12.221,0.028432295
W-1380,Showoff Wines,White,16.99,6,9.27,0.5459,0.456,2.425,0.06237,6.12,24.25,1.089782,3.4008,0.5369,9.393,0.027980637
W-1381,Therapeutic Vintners,White,8.99,5,8.01,0.2781,0.323,10.379,0.02871,19.89,161.02,1.0863921,3.4117,0.4368,10.706,0.038720261
W-1382,Meantime Vintners,White,9.99,4,5.85,0.6901,0,4.171,0.05643,11.22,19.4,1.0844192,3.7605,0.5096,11.918,0.056305153
