Brand_ID,Classification,Price,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_chlorides
Wi01-1737,White,19.99,5.952,0.294,0.4326,2.024,0.03312,25.2,124.16,1.079209,3.2552,0.4142,10.904,0.035202141
Wi01-1738,White,16.99,6.336,0.3724,0.2987,2.668,0.0322,13.5,97.97,1.0781844,3.1616,0.4033,11.75,0.031281193
Wi01-1739,White,13.99,7.104,0.7693,0.1957,4.784,0.08648,17.1,95.06,1.0868717,3.2864,0.5668,9.024,0.035328426
Wi01-1740,White,10.99,7.2,0.6713,0.0721,2.3,0.05336,4.5,8.73,1.0859888,3.5152,0.5995,10.246,0.066405472
Wi01-1741,White,21.99,7.488,0.294,0.412,1.656,0.02576,20.7,118.34,1.080626,3.2656,0.4251,10.246,0.022904785
Wi01-1742,White,7.99,6.624,0.4704,0.206,1.748,0.07544,8.1,22.31,1.0854765,3.5256,0.4687,8.507,0.070859852
Wi01-1743,White,15.99,6.624,0.441,0.1133,2.208,0.03956,5.4,11.64,1.0829586,3.432,0.7085,10.716,0.031281193
Wi01-1744,White,20.99,6.528,0.3822,0.3502,6.808,0.0184,34.2,129.01,1.0814108,3.3072,0.4796,11.28,0.021337513
Wi01-1745,White,17.99,6.528,0.6272,0,2.484,0.11316,13.5,32.01,1.0849642,3.5776,0.6867,10.622,0.026440719
Wi01-1746,White,14.99,7.296,0.294,0.2781,9.752,0.03588,27.9,115.43,1.0879835,3.4008,0.327,8.742,0.035202141
Wi01-1747,White,16.99,6.432,0.2352,0.4738,2.024,0.03036,17.1,107.67,1.0795905,3.224,0.6758,11.186,0.026196464
Wi01-1748,White,36.99,5.376,0.1176,0.3399,2.668,0.04048,18.9,70.81,1.0779664,3.2968,0.3488,12.126,0.017670087
Wi01-1749,White,18.99,5.184,0.2842,0.4841,2.76,0.04784,42.3,140.65,1.08237,3.4216,0.8175,9.4,0.0343368
Wi01-1750,White,8.99,8.352,0.2352,0.3605,0.552,0.03864,9.9,68.87,1.081934,3.2032,0.4142,9.964,0.041153957
Wi01-1751,White,23.99,5.568,0.2156,0.2987,0.828,0.03128,30.6,86.33,1.0784024,3.2656,0.3924,10.434,0.021577258
Wi01-1752,White,19.99,6.432,0.1764,0.2884,9.384,0.03588,26.1,111.55,1.0842121,3.2344,0.4905,10.246,0.020142056
Wi01-1753,White,16.99,11.136,0.4312,0.6592,1.932,0.05428,4.5,14.55,1.08782,3.3384,0.7303,9.588,0.034215789
Wi01-1754,White,14.99,6.912,0.245,0.4017,17.434,0.03496,37.8,150.35,1.089891,3.0888,0.5123,8.46,0.028894977
Wi01-1755,White,26.99,6.816,0.3234,0.309,3.036,0.03128,27,98.94,1.080408,3.2032,0.3379,11.562,0.02069844
Wi01-1756,White,14.99,7.008,0.6419,0.206,9.384,0.06532,25.2,205.64,1.086839,3.0784,0.6322,8.648,0.034458454
Wi01-1757,White,18.99,6.912,0.3822,0.6489,10.12,0.04048,49.5,151.32,1.087166,3.2136,0.4796,8.178,0.029273303
Wi01-1758,White,8.99,7.296,0.2842,0.2987,4.048,0.04692,23.4,141.62,1.083351,3.2864,0.4251,9.588,0.040369343
Wi01-1759,White,22.99,6.816,0.3332,0.5047,1.38,0.02484,23.4,122.22,1.0791,3.432,0.3597,11.468,0.021043409
Wi01-1760,White,17.99,5.28,0.3283,0.309,2.3,0.06532,24.3,124.16,1.081716,3.2656,0.5559,9.024,0.029953491
Wi01-1761,White,10.99,6.624,0.245,0.2472,3.312,0.05244,11.7,82.45,1.083678,3.1096,0.5232,8.93,0.071220921
Wi01-1762,White,14.99,6.144,0.196,0.2266,6.808,0.02944,47.7,166.84,1.0835036,3.3696,0.6322,10.34,0.031386961
Wi01-1763,White,24.99,5.76,0.2744,0.2781,14.26,0.03312,27.9,129.98,1.0835472,3.3176,0.4796,12.22,0.022971032
Wi01-1764,White,14.99,6.048,0.4851,0.2266,1.656,0.04232,27.9,135.8,1.082261,3.5256,0.5886,9.776,0.028341093
Wi01-1765,White,26.99,6.336,0.2058,0.618,1.012,0.1242,54.9,139.68,1.082043,3.2448,0.4251,8.742,0.025483668
Wi01-1766,White,26.99,6.528,0.2646,0.5047,1.104,0.04048,31.5,122.22,1.0791,3.2552,0.5232,11.374,0.022707755
Wi01-1767,White,10.99,7.392,0.2744,0.6489,10.212,0.03588,52.2,173.63,1.087711,3.2032,0.4796,8.272,0.071220921
Wi01-1768,White,10.99,7.104,0.4606,0.4738,2.024,0.10488,6.3,19.4,1.0861523,3.4528,0.6867,9.87,0.044354123
Wi01-1769,White,35.99,6.432,0.2548,0.4017,1.012,0.0368,40.5,142.59,1.082915,3.4528,0.6322,9.024,0.017360673
Wi01-1770,White,13.99,7.2,0.2058,0.7004,10.028,0.0414,34.2,129.01,1.087602,3.12,0.3924,8.178,0.037863012
Wi01-1771,White,17.99,7.104,0.2548,0.4429,5.52,0.02024,19.8,121.25,1.082152,3.2552,0.5995,10.81,0.034095417
Wi01-1772,White,15.99,6.24,0.3332,0.3708,10.12,0.04784,47.7,239.59,1.088256,3.5776,0.5995,8.742,0.027714789
Wi01-1773,White,19.99,7.872,0.3332,0.3914,2.3,0.0736,10.8,55.29,1.087602,3.432,0.5123,8.46,0.033040077
Wi01-1774,White,22.99,8.352,0.4704,0.309,2.576,0.06072,9,27.16,1.086076,3.4632,0.7303,10.528,0.020585335
Wi01-1775,White,8.99,7.2,0.2646,0.3193,16.284,0.04692,29.7,167.81,1.08891,3.2136,0.6976,9.588,0.040837389
Wi01-1776,White,24.99,6.144,0.1764,0.3193,1.472,0.04508,32.4,123.19,1.082806,3.744,0.7303,9.776,0.024874215
Wi01-1777,White,8.99,5.952,0.441,0.206,1.472,0.06348,2.7,14.55,1.085422,3.5464,0.6104,8.648,0.052900893
Wi01-1778,White,24.99,12.288,0.294,0.7622,2.392,0.0874,8.1,27.16,1.089346,3.328,0.8393,10.152,0.020251524
Wi01-1779,White,14.99,7.008,0.1862,0.2472,5.796,0.04968,30.6,224.07,1.086076,3.4944,0.5886,9.4,0.029465259
Wi01-1780,White,19.99,5.952,0.3234,0.2781,4.508,0.03312,27,129.98,1.082043,3.328,0.4578,9.776,0.019979512
Wi01-1781,White,11.99,7.488,0.5194,0.0103,1.472,0.07084,2.7,18.43,1.08455,3.2864,0.5014,9.212,0.038575376
Wi01-1782,White,13.99,7.104,0.294,0.5047,7.544,0.0506,44.1,182.36,1.087166,3.6608,0.6322,9.118,0.033502981
Wi01-1783,White,10.99,7.488,0.6272,0,1.748,0.06624,24.3,53.35,1.085858,3.4424,0.6867,10.34,0.047151816
Wi01-1784,White,19.99,6.144,0.2646,0.309,1.472,0.0368,17.1,83.42,1.0800701,3.4528,0.7085,10.81,0.033386346
Wi01-1785,White,9.99,5.472,0.2499,0.6695,1.104,0.07268,15.3,132.89,1.0824463,3.328,0.4578,8.836,0.041798236
Wi01-1786,White,17.99,6.24,0.1274,0.2781,2.392,0.0322,28.8,73.72,1.080626,3.3384,0.8284,10.65333333,0.034580755
Wi01-1787,White,14.99,6.528,0.2548,0.2472,1.748,0.03956,63,149.38,1.0820757,3.3072,0.5668,9.87,0.037722908
Wi01-1788,White,13.99,6.528,0.1764,0.2472,9.016,0.05336,57.6,182.36,1.084768,3.2552,0.5559,9.964,0.02736618
Wi01-1789,White,18.99,6.432,0.196,0.2472,5.98,0.04048,25.2,97,1.0828932,3.2448,0.3597,9.588,0.033738088
Wi01-1790,White,20.99,7.104,0.1764,0.2472,1.288,0.04324,18.9,102.82,1.0832747,3.6608,0.6976,9.87,0.022971032
Wi01-1791,White,14.99,7.104,0.9457,0,2.024,0.08096,14.4,31.04,1.0873404,3.7232,0.7303,9.588,0.03945707
Wi01-1792,White,13.99,5.76,0.2744,0.2472,16.376,0.04324,37.8,107.67,1.0888664,3.224,0.4905,8.366,0.032586703
Wi01-1793,White,26.99,6.336,0.49,0.2678,10.396,0.02668,28.8,106.7,1.0823918,3.4008,0.8502,12.126,0.0171875
Wi01-1794,White,18.99,7.488,0.9457,0.618,60.536,0.06808,7.2,155.2,1.1324882,3.5256,0.7521,10.998,0.0343368
Wi01-1795,White,6.99,7.584,0.8673,0.0309,1.656,0.05336,3.6,7.76,1.086948,3.4944,0.3597,8.554,0.087284269
Wi01-1796,White,6.99,6.048,0.2352,0.3811,1.656,0.02852,5.4,59.17,1.078773,3.432,0.3706,11.468,0.07739448
Wi01-1797,White,9.99,5.952,0.3332,0.2884,6.9,0.03128,36,191.09,1.0843865,3.2656,0.654,9.118,0.039606955
Wi01-1798,White,11.99,7.584,0.7056,0.0103,1.748,0.06992,6.3,31.04,1.0863812,3.5256,0.5886,9.024,0.038003897
Wi01-1799,White,21.99,6.24,0.1372,0.3296,2.484,0.03404,16.2,86.33,1.081716,3.536,0.8066,10.81,0.022384977
Wi01-1800,White,19.99,9.792,0.3528,0.6592,2.668,0.11224,9,39.77,1.08782,3.3592,0.7194,11.75,0.028616025
Wi01-1801,White,19.99,6.432,0.1568,0.3296,11.5,0.0322,16.2,151.32,1.0863594,2.9952,0.3924,8.46,0.028341093
Wi01-1802,White,16.99,5.856,0.3626,0.4738,11.04,0.03864,54.9,203.7,1.08673,3.2968,0.6431,9.118,0.032032988
Wi01-1803,White,8.99,7.008,0.294,0.2575,2.3,0.0414,28.8,118.34,1.0826861,3.3072,0.5886,9.682,0.045258364
Wi01-1804,White,11.99,6.336,0.5341,0.0412,2.3,0.02852,43.2,107.67,1.079754,3.2656,0.3488,11.186,0.040369343
Wi01-1805,White,14.99,7.2,0.5684,0.206,1.84,0.06716,30.6,42.68,1.0844846,3.224,0.4687,8.742,0.042962709
Wi01-1806,White,17.99,7.296,0.4214,0.412,2.484,0.07544,5.4,10.67,1.0849642,3.5776,0.5886,11.468,0.026440719
Wi01-1807,White,11.99,7.872,0.1666,0.3296,1.38,0.046,15.3,97.97,1.08346,3.2656,0.6322,8.93,0.04937518
Wi01-1808,White,16.99,6.144,0.245,0.3296,10.396,0.03496,62.1,186.24,1.0853457,3.2656,0.545,9.588,0.032474817
Wi01-1809,White,15.99,7.392,0.3822,0.5047,7.084,0.03312,9.9,106.7,1.086294,3.4632,0.8284,9.4,0.032812216
Wi01-1810,White,11.99,6.912,0.3822,0.3296,1.656,0.0598,30.6,58.2,1.0868826,3.5984,0.8502,9.306,0.03814557
Wi01-1811,White,10.99,8.064,0.6517,0.6283,1.84,0.10304,11.7,92.15,1.08673,3.2864,0.5886,8.554,0.053603887
Wi01-1812,White,13.99,8.064,0.6076,0.0927,2.024,0.07728,9.9,104.76,1.086076,3.276,0.7194,9.212,0.053603887
Wi01-1813,White,14.99,5.76,0.196,0.2472,1.656,0.0276,27,101.85,1.080081,3.4424,0.5123,10.81,0.035840426
Wi01-1814,White,18.99,8.448,0.3822,0.3502,5.428,0.0506,29.7,124.16,1.082043,3.068,0.5559,11.092,0.033040077
Wi01-1815,White,18.99,6.336,0.9408,0,1.656,0.07544,4.5,15.52,1.083024,3.64,0.4796,11.186,0.026522896
Wi01-1816,White,33.99,4.992,0.1519,0.3399,1.472,0.02576,11.7,57.23,1.0788275,3.432,0.9156,11.186,0.015332955
Wi01-1817,White,16.99,5.76,0.2156,0.2575,10.212,0.05152,100.8,171.69,1.085749,3.2032,0.3924,8.836,0.026035503
Wi01-1818,White,18.99,6.624,0.3038,0.3502,6.808,0.05428,32.4,168.78,1.085967,3.5984,0.6758,10.434,0.02385905
Wi01-1819,White,13.99,6.912,0.7154,0.0206,2.3,0.06992,14.4,40.74,1.086948,3.5776,0.5668,8.742,0.04196167
Wi01-1820,White,26.99,6.528,0.1764,0.309,11.776,0.05704,17.1,165.87,1.0879072,3.12,0.5668,8.46,0.023238912
Wi01-1821,White,17.99,6.912,0.6174,0.0309,2.024,0.0736,15.3,85.36,1.0872205,3.6712,0.6322,9.212,0.031071252
Wi01-1822,White,10.99,7.68,0.6272,0.2266,2.208,0.08648,4.5,32.01,1.0857708,3.5048,0.6322,10.34,0.039159844
Wi01-1823,White,16.99,8.448,0.196,0.4429,13.8,0.04876,54,178.48,1.090872,3.4112,0.8611,8.272,0.026688406
Wi01-1824,White,8.99,7.296,0.2548,0.5974,7.268,0.03772,55.8,174.6,1.086294,3.1928,0.4142,8.46,0.036629549
Wi01-1825,White,8.99,7.68,0.2744,0.4326,6.532,0.0414,36.9,163.93,1.085531,3.2968,0.4687,9.964,0.04052446
Wi01-1826,White,18.99,5.952,0.2744,0.3399,1.564,0.02668,21.6,107.67,1.0791,3.3696,0.545,11.374,0.026115797
Wi01-1827,White,11.99,6.432,0.1764,0.309,5.888,0.04416,36,243.47,1.085204,3.4216,0.5668,9.4,0.045814244
Wi01-1828,White,15.99,6.432,0.2744,0.2884,4.14,0.04692,12.6,89.24,1.0815416,3.4944,0.6322,11.186,0.027627015
Wi01-1829,White,15.99,8.352,0.441,0.412,1.38,0.06164,15.3,97,1.085313,3.4008,0.6213,9.494,0.026605458
Wi01-1830,White,15.99,5.568,0.4116,0.309,2.024,0.0322,23.4,125.13,1.07801,3.4528,0.5123,12.126,0.035970164
Wi01-1831,White,17.99,7.104,0.1764,0.3502,2.484,0.0276,27,103.79,1.08128,3.0888,0.5777,10.34,0.033975679
Wi01-1832,White,7.99,6.528,0.2548,0.3502,13.892,0.0552,37.8,157.14,1.0867845,3.3696,0.5668,9.87,0.12989927
Wi01-1833,White,17.99,5.856,0.2499,0.4532,11.316,0.0414,47.7,191.09,1.086403,3.3696,0.5886,8.93,0.03482732
Wi01-1834,White,14.99,5.568,0.1666,0.309,1.288,0.03404,49.5,126.1,1.080081,3.4216,0.4142,10.622,0.031493267
Wi01-1835,White,21.99,9.696,0.3724,0.515,2.208,0.09568,5.4,12.61,1.0861087,3.3488,0.7085,10.904,0.021397074
Wi01-1836,White,9.99,7.008,0.441,0.3708,5.428,0.06808,10.8,84.39,1.087602,3.4632,0.9047,9.87,0.046957175
Wi01-1837,White,18.99,6.528,0.3136,0.309,3.036,0.02668,13.5,77.6,1.0797649,3.4632,0.6867,11.844,0.023929483
Wi01-1838,White,12.99,5.664,0.2548,0.412,1.196,0.04324,10.8,134.83,1.084005,3.588,0.5777,9.776,0.053841335
Wi01-1839,White,14.99,7.68,0.7301,0.5768,1.84,0.10856,27,129.98,1.086512,3.3696,0.7194,8.836,0.044176529
Wi01-1840,White,12.99,6.72,0.2254,0.3708,11.96,0.04692,64.8,171.69,1.086948,3.2864,0.5341,9.212,0.05131339
Wi01-1841,White,19.99,5.376,0.1813,0.1957,6.532,0.04416,32.4,106.7,1.0838742,3.3904,0.4469,8.93,0.029369046
Wi01-1842,White,16.99,7.296,0.3626,0.3502,2.944,0.02576,37.8,157.14,1.079427,3.1304,0.3597,11.656,0.034458454
Wi01-1843,White,14.99,7.488,0.5782,0.1854,2.116,0.06992,15.3,52.38,1.087275,3.5672,0.6431,9.4,0.04052446
Wi01-1844,White,9.99,6.144,0.2156,0.5768,13.34,0.0506,24.3,154.23,1.08782,3.0992,0.436,8.554,0.04619054
Wi01-1845,White,8.99,8.064,0.5488,0.0824,1.932,0.0966,14.4,42.68,1.085422,3.2552,0.5668,10.34,0.048959391
Wi01-1846,White,17.99,8.64,0.392,0.4429,2.208,0.06256,26.1,44.62,1.083787,3.328,0.654,11.468,0.027980637
Wi01-1847,White,19.99,5.856,0.5488,0,2.024,0.07268,5.4,8.73,1.084332,3.7336,0.5886,10.81,0.033738088
Wi01-1848,White,11.99,6.72,0.441,0.3502,2.484,0.07544,14.4,69.84,1.08782,3.692,0.654,8.93,0.042625086
Wi01-1849,White,23.99,5.568,0.3038,0.3296,4.14,0.02208,25.2,91.18,1.0780754,3.38,0.5668,12.878,0.021337513
Wi01-1850,White,24.99,6.336,0.5684,0.0206,1.84,0.05704,33.3,51.41,1.0831766,3.484,0.8284,10.904,0.024214354
Wi01-1851,White,15.99,9.12,0.4508,0.5047,5.796,0.05888,4.5,16.49,1.088692,3.3384,0.7957,10.34,0.028432295
Wi01-1852,White,18.99,8.064,0.2352,0.5047,6.808,0.03588,41.4,104.76,1.082806,3.1512,0.3597,11.186,0.023374614
Wi01-1853,White,14.99,6.528,0.1666,0.1751,4.692,0.04508,23.4,79.54,1.08237,3.12,0.4142,9.212,0.036363636
Wi01-1854,White,17.99,9.6,0.5782,0.3193,2.024,0.0828,23.4,60.14,1.089346,3.3072,0.6867,9.588,0.029465259
Wi01-1855,White,14.99,6.912,0.2352,0.2884,1.748,0.02944,27,89.24,1.080626,3.224,0.4251,10.246,0.031815447
Wi01-1856,White,35.99,5.952,0.2156,0.5047,5.52,0.02668,27.9,124.16,1.082152,3.5464,0.3924,10.622,0.01803394
Wi01-1857,White,16.99,6.24,0.3136,0.2369,1.104,0.04968,35.1,201.76,1.0820648,3.3072,0.5014,9.306,0.032925851
Wi01-1858,White,8.99,7.488,0.5488,0.1957,1.656,0.09568,10.8,45.59,1.086076,3.3176,1.0137,8.93,0.046380429
Wi01-1859,White,10.99,7.2,0.2744,0.4223,1.196,0.04048,9.9,122.22,1.0822937,3.4112,0.4905,9.682,0.040680474
Wi01-1860,White,8.99,5.472,0.2401,0.3399,1.012,0.04508,25.2,145.5,1.082043,3.2552,0.4578,8.742,0.03945707
Wi01-1861,White,22.99,6.912,0.2058,0.3811,1.472,0.04508,20.7,91.18,1.081716,3.2864,0.5232,10.246,0.021821067
Wi01-1862,White,12.99,6.336,0.2646,0.2987,4.876,0.0414,51.3,183.33,1.084877,3.4424,0.8611,9.212,0.04937518
Wi01-1863,White,19.99,7.488,0.147,0.2472,7.084,0.04324,18.9,95.06,1.084659,3.0576,0.3379,9.024,0.028432295
Wi01-1864,White,19.99,5.376,0.2744,0.2884,3.864,0.04048,46.8,153.26,1.08128,3.484,0.4796,10.058,0.022838825
Wi01-1865,White,18.99,7.776,0.7056,0.0927,2.576,0.07728,16.2,47.53,1.089346,3.5672,0.7848,10.434,0.030052592
Wi01-1866,White,17.99,6.144,0.3528,0.5459,2.024,0.2116,17.1,33.95,1.082806,3.5048,1.0137,11.656,0.031071252
Wi01-1867,White,24.99,6.816,0.2254,0.309,2.392,0.03128,55.8,143.56,1.0804189,3.1512,0.6104,10.622,0.023442911
Wi01-1868,White,15.99,9.984,0.539,0.2369,2.484,0.08372,16.2,46.56,1.089346,3.3488,0.6976,9.682,0.032812216
Wi01-1869,White,19.99,6.816,0.1176,0.309,2.852,0.01656,13.5,35.89,1.0791436,3.1408,0.5668,11.186,0.021759729
Wi01-1870,White,16.99,6.528,0.2156,0.3811,1.564,0.03312,34.2,189.15,1.079972,3.484,0.7848,11.75,0.032699168
Wi01-1871,White,9.99,7.104,0.3724,0.3502,7.636,0.04784,39.6,162.96,1.0859343,3.2344,0.5668,8.648,0.048345485
Wi01-1872,White,12.99,5.76,0.49,0,1.288,0.05244,13.5,25.22,1.0839832,3.4944,0.4905,8.93,0.043476715
Wi01-1873,White,10.99,4.416,0.5096,0.1545,1.932,0.04968,7.2,63.05,1.082806,4.056,0.6104,12.314,0.063869938
Wi01-1874,White,18.99,6.72,0.294,0.3914,13.708,0.02944,54,175.57,1.088147,3.3072,0.6649,8.742,0.021397074
Wi01-1875,White,11.99,5.856,0.2156,0.5047,1.38,0.04692,16.2,84.39,1.082152,3.432,0.5014,9.024,0.040215115
Wi01-1876,White,12.99,6.816,0.196,0.3811,1.38,0.04508,25.2,125.13,1.0815634,3.276,0.5668,10.152,0.036629549
Wi01-1877,White,14.99,7.872,0.392,0.4532,2.576,0.08188,9.9,41.71,1.087275,3.6712,0.6649,9.87,0.028341093
Wi01-1878,White,14.99,7.68,0.2842,0.5047,10.764,0.0322,36,127.07,1.085422,3.2656,0.3706,10.152,0.052900893
Wi01-1879,White,13.99,7.68,0.5782,0.0515,1.84,0.08188,10.8,31.04,1.0871115,3.4944,0.6649,9.4,0.038575376
Wi01-1880,White,17.99,6.624,0.392,0.1442,2.208,0.0782,18.9,38.8,1.086512,3.5672,0.6867,9.118,0.030252277
Wi01-1881,White,17.99,7.488,0.392,0.5047,7.176,0.0552,30.6,157.14,1.086294,3.3904,0.6322,10.622,0.02816
Wi01-1882,White,12.99,6.912,0.4214,0.2472,6.164,0.05336,36,158.11,1.08455,3.328,0.4469,9.306,0.050008866
Wi01-1883,White,17.99,6.624,0.196,0.515,9.2,0.03312,70.2,161.99,1.086076,3.276,0.5995,9.588,0.030352865
Wi01-1884,White,19.99,7.296,0.2842,0.5047,2.484,0.08464,22.5,58.2,1.086839,3.4424,0.6649,9.494,0.02736618
Wi01-1885,White,14.99,6.528,0.2156,0.3193,1.288,0.04876,30.6,110.58,1.082261,3.5256,0.8393,9.964,0.028070104
Wi01-1886,White,13.99,6.24,0.2548,0.2472,9.936,0.03864,42.3,126.1,1.08564,3.2032,0.436,9.494,0.035076531
Wi01-1887,White,16.99,5.856,0.3332,0.2987,2.024,0.03312,22.5,97,1.0784242,3.1824,0.4796,11.092,0.034580755
Wi01-1888,White,12.99,7.968,0.7007,0.1545,1.656,0.08188,9,50.44,1.086512,3.3592,0.8393,8.93,0.041313623
Wi01-1889,White,13.99,6.144,0.6664,0.2678,3.128,0.06348,22.5,141.62,1.0828823,3.3072,0.436,8.742,0.037307232
Wi01-1890,White,25.99,4.896,0.3234,0.2266,1.472,0.02484,16.2,86.33,1.078337,3.6504,0.4142,11.75,0.021101741
Wi01-1891,White,21.99,6.72,0.588,0.1236,2.024,0.07636,11.7,27.16,1.086294,3.6608,0.6758,9.588,0.01966027
Wi01-1892,White,9.99,8.544,0.3038,0.3708,2.392,0.05152,9,37.83,1.0852258,3.536,0.7521,11.092,0.049796288
Wi01-1893,White,14.99,6.144,0.294,0.3708,1.84,0.04784,16.2,136.77,1.0820757,3.5152,0.5777,9.87,0.027452713
Wi01-1894,White,15.99,6.24,0.882,0,1.472,0.04784,8.1,16.49,1.0841903,3.64,0.6867,10.246,0.026035503
Wi01-1895,White,15.99,8.064,0.2254,0.3296,1.196,0.04416,53.1,109.61,1.0810402,3.224,0.5995,10.34,0.034095417
Wi01-1896,White,17.99,7.104,0.2548,0.3193,2.208,0.03956,52.2,172.66,1.083569,3.5568,0.7412,9.964,0.028801542
Wi01-1897,White,11.99,6.24,0.2254,0.3708,14.996,0.03496,38.7,129.01,1.0891716,3.3904,0.4469,8.272,0.045627819
Wi01-1898,White,14.99,7.68,0.5096,0.2575,1.84,0.07176,17.1,57.23,1.0857708,3.432,0.5232,9.588,0.042793398
Wi01-1899,White,13.99,8.064,0.5488,0.0412,1.84,0.07544,9,21.34,1.087384,3.3488,0.4796,9.024,0.040369343
Wi01-1900,White,24.99,6.816,0.147,0.3502,4.876,0.03128,29.7,100.88,1.084877,3.5048,0.5668,8.742,0.01966027
Wi01-1901,White,12.99,8.448,0.2352,0.5562,2.3,0.07636,22.5,55.29,1.088147,3.5256,0.5886,8.648,0.042793398
Wi01-1902,White,14.99,6.144,0.1862,0.4326,2.668,0.02944,28.8,80.51,1.079972,3.432,0.4469,10.998,0.035455393
Wi01-1903,White,13.99,6.528,0.2646,0.1236,1.196,0.0368,78.3,162.96,1.08128,3.3072,0.4469,9.4,0.040837389
Wi01-1904,White,15.99,7.104,0.2352,0.412,3.956,0.02944,8.1,92.15,1.08128,3.2136,0.4251,10.434,0.031386961
Wi01-1905,White,14.99,8.736,0.2156,0.2472,1.932,0.07176,0.9,27.16,1.08891,3.5464,0.9483,9.682,0.030052592
Wi01-1906,White,9.99,6.144,0.2548,0.2163,7.544,0.046,45.9,176.54,1.0850078,3.3592,0.5232,8.93,0.044354123
Wi01-1907,White,16.99,5.856,0.4018,0.206,11.592,0.02944,48.6,131.92,1.0847244,3.0264,0.4687,9.964,0.030453958
Wi01-1908,White,15.99,6.432,0.147,0.3296,7.268,0.03128,15.3,78.57,1.0846808,3.4216,0.3379,9.4,0.027891598
Wi01-1909,White,13.99,6.624,0.2352,0.3605,0.92,0.04784,31.5,141.62,1.08237,3.588,0.4796,9.4,0.026115797
Wi01-1910,White,15.99,6.528,0.2254,0.4017,14.812,0.04876,63.9,188.18,1.088692,3.3072,0.6976,9.588,0.032363507
Wi01-1911,White,20.99,7.104,0.1862,0.309,11.776,0.04876,43.65,222.13,1.088474,3.2656,0.5341,8.554,0.025483668
Wi01-1912,White,8.99,5.952,0.4214,0.5047,5.888,0.0414,10.8,111.55,1.085967,3.4008,0.6213,8.46,0.074988582
Wi01-1913,White,20.99,8.16,0.3332,0.412,4.324,0.0506,2.7,8.73,1.0871442,3.5152,0.7194,10.904,0.023306615
Wi01-1914,White,14.99,7.488,0.3136,0.3399,9.568,0.02852,42.3,188.18,1.0866428,3.1928,0.6322,9.024,0.032142596
Wi01-1915,White,18.99,8.736,0.7693,0,2.392,0.08556,9.9,27.16,1.089346,3.4944,0.9374,8.836,0.0331549
Wi01-1916,White,7.99,5.952,0.5194,0.0206,0.828,0.0322,5.4,78.57,1.0816506,3.3696,0.3815,8.93,0.074598524
Wi01-1917,White,23.99,8.352,0.2254,0.3296,12.328,0.04048,31.5,163.93,1.0897275,3.2448,0.5123,8.272,0.023442911
Wi01-1918,White,9.99,7.008,0.3136,0.3605,1.288,0.046,7.2,158.11,1.0817596,3.3696,0.4578,10.058,0.051092449
Wi01-1919,White,18.99,8.64,0.784,0.1236,2.208,0.07636,7.2,27.16,1.0882124,3.4632,0.7085,9.776,0.030863418
Wi01-1920,White,14.99,9.888,0.4214,0.4532,2.208,0.19688,4.5,11.64,1.089346,3.3176,0.6867,8.93,0.028523938
Wi01-1921,White,19.99,5.568,0.294,0.3914,4.508,0.03588,19.8,83.42,1.0786967,3.3592,0.6322,12.314,0.020755343
Wi01-1922,White,13.99,5.76,0.6272,0.0515,1.748,0.06072,8.1,16.49,1.0845064,3.6608,0.8502,9.964,0.044354123
Wi01-1923,White,14.99,9.504,0.49,0.515,12.696,0.1886,43.2,79.54,1.0926378,3.2864,0.8175,8.272,0.040995215
Wi01-1924,White,9.99,7.392,0.3038,0.2678,7.176,0.02852,20.7,87.3,1.083896,3.2552,0.545,9.776,0.053368006
Wi01-1925,White,13.99,8.352,0.4508,0.3193,2.3,0.11592,21.6,62.08,1.0872314,3.224,0.8066,9.024,0.041313623
Wi01-1926,White,13.99,6.336,0.1764,0.2678,15.916,0.04692,15.3,144.53,1.088256,3.12,0.4687,8.836,0.029369046
Wi01-1927,White,26.99,6.432,0.1078,0.3502,8.096,0.03956,36.9,109.61,1.085858,3.5568,0.436,8.742,0.024725269
Wi01-1928,White,11.99,9.504,0.343,0.4223,2.116,0.07636,9.9,59.17,1.088038,3.3384,0.545,8.93,0.037445024
Wi01-1929,White,10.99,8.064,0.7301,0.1133,1.748,0.0828,14.4,61.11,1.086185,3.3176,0.8938,9.024,0.043824527
Wi01-1930,White,13.99,11.04,0.5782,0.6077,2.392,0.08004,11.7,47.53,1.088692,3.3072,0.7085,10.34,0.028988869
Wi01-1931,White,10.99,5.76,0.441,0.6695,8.924,0.0736,9.9,154.23,1.085204,3.1616,0.5232,8.836,0.036496229
Wi01-1932,White,14.99,7.392,0.2744,0.3605,14.076,0.05152,27.9,113.49,1.089782,3.4008,0.545,9.024,0.047743056
Wi01-1933,White,11.99,7.2,0.343,0.4944,11.408,0.05152,54.9,171.205,1.0878527,3.0888,0.5668,8.272,0.03814557
Wi01-1934,White,18.99,6.336,0.3332,0.2472,3.036,0.03128,26.1,96.03,1.0794379,3.224,0.436,11.562,0.021759729
Wi01-1935,White,6.99,6.72,0.5978,0.2678,1.564,0.04692,22.5,156.17,1.084114,3.4944,0.654,9.964,0.066405472
Wi01-1936,White,15.99,6.72,0.1372,0.5047,5.428,0.04876,19.8,114.46,1.084986,3.4944,0.3924,8.836,0.032699168
